fecha,hora,tienda_id,producto_id,cantidad,medio_pago
2026-09-15,21:02:01,2,9,1,Yape/Plin
2026-09-15,15:24:55,4,9,5,Yape/Plin
2026-09-15,17:26:08,2,14,3,Efectivo
2026-09-15,20:16:15,1,7,6,Efectivo
2026-09-15,08:00:43,2,3,4,Efectivo
2026-09-15,14:43:01,2,2,1,Yape/Plin
2026-09-15,20:13:33,1,10,3,Yape/Plin
2026-09-15,20:26:38,3,12,5,Yape/Plin
2026-09-15,11:49:22,2,13,1,Efectivo
2026-09-15,19:33:54,2,9,1,Tarjeta
2026-09-15,14:38:59,1,3,5,Yape/Plin
2026-09-15,13:37:24,1,11,4,Tarjeta
2026-09-15,09:31:29,2,12,4,Tarjeta
2026-09-15,12:41:51,3,9,5,Tarjeta
2026-09-15,15:35:14,4,2,1,Yape/Plin
2026-09-15,10:57:37,4,19,4,Tarjeta
2026-09-15,12:11:35,1,4,5,Tarjeta
2026-09-15,14:17:16,3,6,4,Yape/Plin
2026-09-15,09:34:58,3,18,3,Yape/Plin
2026-09-15,16:20:26,4,9,5,Tarjeta
2026-09-15,17:50:35,2,13,2,Tarjeta
2026-09-15,21:05:50,1,19,2,Efectivo
2026-09-15,09:40:50,2,1,5,Tarjeta
2026-09-15,12:57:12,3,2,2,Yape/Plin
2026-09-15,08:35:05,2,8,2,Yape/Plin
2026-09-15,20:21:41,2,20,1,Tarjeta
2026-09-15,11:35:01,3,12,2,Tarjeta
2026-09-15,14:44:43,2,9,1,Efectivo
2026-09-15,15:52:08,4,1,3,Yape/Plin
2026-09-15,20:51:03,2,10,3,Tarjeta
2026-09-15,13:46:14,4,19,6,Efectivo
2026-09-15,11:17:36,3,11,4,Tarjeta
2026-09-15,15:33:19,2,13,3,Tarjeta
2026-09-15,21:16:53,3,15,4,Efectivo
2026-09-15,17:31:15,2,20,1,Efectivo
2026-09-15,08:07:56,4,15,2,Tarjeta
2026-09-15,14:00:47,2,16,4,Tarjeta
2026-09-15,20:04:37,3,19,1,Tarjeta
2026-09-15,13:24:11,3,20,1,Efectivo
2026-09-15,14:29:02,3,18,1,Yape/Plin
2026-09-15,18:21:05,2,19,6,Tarjeta
2026-09-15,08:32:50,1,15,1,Efectivo
2026-09-15,20:07:18,3,2,4,Efectivo
2026-09-15,19:29:35,1,8,6,Tarjeta
2026-09-15,17:10:47,2,13,3,Yape/Plin
2026-09-15,10:37:43,1,16,3,Tarjeta
2026-09-15,11:55:21,4,12,1,Tarjeta
2026-09-15,12:29:45,1,15,4,Efectivo
2026-09-15,21:14:28,4,14,1,Yape/Plin
2026-09-15,08:09:58,2,18,1,Yape/Plin
2026-09-15,19:47:00,2,12,3,Tarjeta
2026-09-15,15:02:49,4,1,1,Tarjeta
2026-09-15,18:54:29,3,4,5,Efectivo
2026-09-15,11:13:25,2,15,1,Yape/Plin
2026-09-15,11:06:35,2,21,3,Efectivo
2026-09-15,20:24:01,1,20,1,Efectivo
2026-09-15,12:15:37,1,3,1,Tarjeta
2026-09-15,15:49:16,1,16,6,Yape/Plin
2026-09-15,12:49:55,4,11,5,Efectivo
2026-09-15,08:28:01,2,17,5,Yape/Plin
2026-09-15,21:08:27,4,1,2,Efectivo
2026-09-15,21:29:24,1,1,4,Efectivo
2026-09-15,16:56:21,4,6,2,Yape/Plin
2026-09-15,19:51:21,2,11,3,Tarjeta
2026-09-15,15:01:56,1,14,4,Yape/Plin
2026-09-15,10:56:35,4,17,1,Yape/Plin
2026-09-15,14:43:18,1,4,1,Yape/Plin
2026-09-15,21:59:35,1,19,4,Yape/Plin
2026-09-15,16:37:37,2,21,6,Tarjeta
2026-09-15,18:53:20,1,2,4,Tarjeta
2026-09-15,11:31:56,2,2,1,Tarjeta
2026-09-15,08:42:05,3,5,1,Tarjeta
2026-09-15,10:10:03,2,4,5,Yape/Plin
2026-09-15,11:42:33,2,12,1,Tarjeta
2026-09-15,14:09:02,1,3,2,Efectivo
2026-09-15,18:12:48,3,2,4,Tarjeta
2026-09-15,13:32:04,3,15,3,Yape/Plin
2026-09-15,20:55:21,2,6,5,Yape/Plin
2026-09-15,16:38:16,1,11,6,Tarjeta
2026-09-15,11:06:15,2,9,5,Yape/Plin
2026-09-15,14:00:52,3,10,1,Tarjeta
2026-09-15,12:55:28,2,5,5,Tarjeta
2026-09-15,13:37:10,4,10,6,Yape/Plin
2026-09-15,09:30:59,4,7,1,Efectivo
2026-09-15,09:21:18,3,16,2,Efectivo
2026-09-15,15:37:29,4,9,3,Efectivo
2026-09-15,09:56:58,2,19,3,Efectivo
2026-09-15,13:42:24,4,12,5,Tarjeta
2026-09-15,13:51:21,3,8,1,Yape/Plin
2026-09-15,20:06:41,4,5,3,Tarjeta
2026-09-15,12:24:15,3,1,3,Efectivo
2026-09-15,08:59:24,3,5,2,Tarjeta
2026-09-15,13:19:29,3,3,1,Yape/Plin
2026-09-15,08:48:20,4,3,5,Tarjeta
2026-09-15,16:33:01,4,13,5,Yape/Plin
2026-09-15,17:58:33,4,5,1,Yape/Plin
2026-09-15,21:27:38,2,2,2,Tarjeta
2026-09-15,11:33:23,1,20,5,Yape/Plin
2026-09-15,09:51:55,4,11,5,Efectivo
2026-09-15,17:19:45,2,15,1,Tarjeta
2026-09-15,20:10:39,2,11,1,Yape/Plin
2026-09-15,11:17:50,2,8,2,Yape/Plin
2026-09-15,20:43:54,3,10,4,Efectivo
2026-09-15,15:05:53,1,1,3,Yape/Plin
2026-09-15,18:40:35,4,19,3,Efectivo
2026-09-15,15:30:39,3,7,2,Efectivo
2026-09-15,17:03:42,3,20,4,Efectivo
2026-09-15,14:25:27,4,8,5,Efectivo
2026-09-15,21:34:38,2,3,4,Tarjeta
2026-09-15,13:37:22,1,5,6,Yape/Plin
2026-09-15,09:37:04,4,18,6,Tarjeta
2026-09-15,08:46:12,3,10,5,Yape/Plin
2026-09-15,15:42:09,3,20,6,Yape/Plin
2026-09-15,15:41:37,2,12,3,Tarjeta
2026-09-15,16:26:38,2,18,3,Efectivo
2026-09-15,17:34:12,4,18,6,Yape/Plin
2026-09-15,14:01:11,4,4,3,Tarjeta
2026-09-15,18:37:00,2,5,6,Yape/Plin
2026-09-15,08:00:03,1,13,2,Efectivo
2026-09-15,09:52:07,3,7,1,Yape/Plin
2026-09-15,13:30:58,2,14,6,Efectivo
2026-09-15,15:09:51,3,19,2,Efectivo
2026-09-15,13:01:08,2,9,2,Tarjeta
2026-09-15,13:25:32,2,16,2,Tarjeta
2026-09-15,14:18:17,1,6,2,Yape/Plin
2026-09-15,17:08:39,1,13,6,Efectivo
2026-09-15,20:14:05,2,21,300,Yape/Plin
2026-09-15,09:57:05,1,10,300,Yape/Plin
2026-09-15,08:23:21,4,9999,1,Tarjeta
2026-09-15,11:42:33,2,12,1,Tarjeta
2026-09-15,08:48:20,4,3,5,Tarjeta
