fecha,hora,tienda_id,producto_id,cantidad,medio_pago
2026-09-12,08:10:33,3,18,2,Tarjeta
2026-09-12,08:03:16,3,2,1,Tarjeta
2026-09-12,21:30:13,1,4,1,Yape/Plin
2026-09-12,12:04:43,2,9,1,Yape/Plin
2026-09-12,15:27:07,1,3,1,Yape/Plin
2026-09-12,16:11:38,3,6,1,Tarjeta
2026-09-12,21:23:53,1,10,6,Efectivo
2026-09-12,14:12:09,2,21,4,Yape/Plin
2026-09-12,15:22:16,1,21,4,Yape/Plin
2026-09-12,18:20:57,2,13,3,Yape/Plin
2026-09-12,13:11:24,1,8,3,Tarjeta
2026-09-12,19:41:12,2,13,6,Tarjeta
2026-09-12,13:28:15,2,4,5,Yape/Plin
2026-09-12,17:06:07,4,19,2,Yape/Plin
2026-09-12,21:13:48,3,17,3,Efectivo
2026-09-12,19:59:26,1,7,3,Efectivo
2026-09-12,15:16:29,1,15,1,Tarjeta
2026-09-12,08:59:07,3,10,5,Yape/Plin
2026-09-12,08:05:30,3,9,5,Yape/Plin
2026-09-12,16:55:13,4,4,2,Tarjeta
2026-09-12,14:18:35,1,11,3,Efectivo
2026-09-12,11:01:16,3,17,5,Yape/Plin
2026-09-12,20:02:27,2,14,5,Efectivo
2026-09-12,11:53:35,4,4,4,Tarjeta
2026-09-12,09:24:56,1,5,3,Tarjeta
2026-09-12,08:06:01,3,5,1,Yape/Plin
2026-09-12,17:22:28,4,9,5,Yape/Plin
2026-09-12,18:46:50,4,2,2,Efectivo
2026-09-12,08:38:50,3,14,3,Yape/Plin
2026-09-12,19:52:46,2,11,6,Tarjeta
2026-09-12,20:31:52,2,1,1,Tarjeta
2026-09-12,11:23:09,4,5,3,Yape/Plin
2026-09-12,09:20:42,4,3,4,Efectivo
2026-09-12,19:18:24,1,21,3,Yape/Plin
2026-09-12,17:13:08,3,10,5,Efectivo
2026-09-12,08:00:22,2,21,2,Yape/Plin
2026-09-12,17:49:18,4,19,4,Efectivo
2026-09-12,09:05:11,3,1,2,Tarjeta
2026-09-12,16:05:07,4,16,1,Yape/Plin
2026-09-12,15:55:42,3,6,6,Efectivo
2026-09-12,09:53:29,4,15,4,Yape/Plin
2026-09-12,20:34:56,3,18,5,Yape/Plin
2026-09-12,17:25:33,1,7,2,Yape/Plin
2026-09-12,09:48:34,1,4,6,Efectivo
2026-09-12,12:44:21,2,21,5,Efectivo
2026-09-12,13:51:16,3,16,6,Tarjeta
2026-09-12,11:02:08,2,4,4,Efectivo
2026-09-12,21:21:01,4,4,4,Tarjeta
2026-09-12,12:19:48,4,1,6,Tarjeta
2026-09-12,21:02:28,4,2,4,Tarjeta
2026-09-12,12:55:48,1,13,3,Efectivo
2026-09-12,17:39:50,3,19,3,Tarjeta
2026-09-12,12:53:58,2,6,2,Efectivo
2026-09-12,15:17:08,1,10,4,Tarjeta
2026-09-12,08:03:48,3,5,1,Efectivo
2026-09-12,21:09:35,2,11,2,Yape/Plin
2026-09-12,18:58:46,4,20,6,Yape/Plin
2026-09-12,19:07:59,2,5,1,Tarjeta
2026-09-12,12:07:26,4,19,3,Tarjeta
2026-09-12,08:17:33,4,5,6,Efectivo
2026-09-12,20:27:47,4,21,2,Yape/Plin
2026-09-12,18:40:10,4,21,6,Tarjeta
2026-09-12,09:14:05,2,8,1,Efectivo
2026-09-12,16:13:33,2,15,4,Efectivo
2026-09-12,14:15:55,3,5,3,Yape/Plin
2026-09-12,10:06:52,4,14,3,Efectivo
2026-09-12,15:59:52,1,8,3,Efectivo
2026-09-12,13:16:06,1,17,4,Yape/Plin
2026-09-12,18:39:51,1,5,4,Yape/Plin
2026-09-12,14:41:20,4,10,3,Tarjeta
2026-09-12,18:49:06,2,5,5,Efectivo
2026-09-12,20:33:42,1,5,5,Yape/Plin
2026-09-12,14:09:40,4,15,6,Tarjeta
2026-09-12,12:32:01,3,3,6,Tarjeta
2026-09-12,10:02:46,2,8,4,Yape/Plin
2026-09-12,20:58:37,1,6,6,Yape/Plin
2026-09-12,15:31:52,4,10,6,Efectivo
2026-09-12,09:55:31,2,10,5,Efectivo
2026-09-12,13:47:54,4,19,5,Yape/Plin
2026-09-12,15:01:13,4,6,1,Yape/Plin
2026-09-12,10:02:03,2,11,5,Efectivo
2026-09-12,11:50:52,2,4,5,Tarjeta
2026-09-12,15:04:25,1,3,3,Yape/Plin
2026-09-12,11:38:34,4,15,2,Tarjeta
2026-09-12,19:04:25,2,14,4,Tarjeta
2026-09-12,11:10:30,1,3,4,Efectivo
2026-09-12,21:20:46,4,6,6,Tarjeta
2026-09-12,08:53:00,1,1,4,Yape/Plin
2026-09-12,15:37:57,3,21,4,Tarjeta
2026-09-12,15:15:07,3,5,3,Tarjeta
2026-09-12,17:00:21,3,14,6,Yape/Plin
2026-09-12,08:10:00,1,19,1,Tarjeta
2026-09-12,09:01:28,2,2,6,Yape/Plin
2026-09-12,15:37:37,2,6,4,Efectivo
2026-09-12,14:47:37,2,14,2,Efectivo
2026-09-12,20:00:31,1,2,6,Tarjeta
2026-09-12,19:11:12,1,16,2,Yape/Plin
2026-09-12,08:18:18,4,11,1,Yape/Plin
2026-09-12,18:48:08,3,1,1,Yape/Plin
2026-09-12,15:54:14,3,10,1,Yape/Plin
2026-09-12,14:13:09,2,7,3,Yape/Plin
2026-09-12,16:13:10,3,10,4,Efectivo
2026-09-12,09:55:52,4,13,1,Tarjeta
2026-09-12,11:26:45,3,11,2,Tarjeta
2026-09-12,14:05:17,3,5,5,Tarjeta
2026-09-12,19:05:36,3,16,5,Yape/Plin
2026-09-12,16:40:37,1,5,5,Tarjeta
2026-09-12,16:08:02,1,15,4,Tarjeta
2026-09-12,17:11:19,4,17,3,Yape/Plin
2026-09-12,15:43:30,3,17,3,Yape/Plin
2026-09-12,13:48:18,3,13,2,Yape/Plin
2026-09-12,19:08:38,4,7,1,Tarjeta
2026-09-12,21:22:14,4,11,1,Yape/Plin
2026-09-12,18:14:09,2,9,6,Yape/Plin
2026-09-12,15:37:30,3,9,1,Efectivo
2026-09-12,20:27:52,2,11,1,Tarjeta
2026-09-12,12:21:22,3,12,6,Efectivo
2026-09-12,18:59:57,4,8,4,Yape/Plin
2026-09-12,13:57:01,2,9,3,Efectivo
2026-09-12,19:21:59,1,5,1,Tarjeta
2026-09-12,08:14:54,2,16,3,Efectivo
2026-09-12,09:39:13,2,11,2,Yape/Plin
2026-09-12,14:38:36,1,2,2,Yape/Plin
2026-09-12,13:15:24,4,21,2,Tarjeta
2026-09-12,08:17:39,3,17,1,Efectivo
2026-09-12,17:08:32,4,14,2,Efectivo
2026-09-12,11:19:46,4,6,3,Efectivo
2026-09-12,08:38:07,4,17,1,Tarjeta
2026-09-12,14:15:51,4,4,5,Yape/Plin
2026-09-12,21:27:44,2,20,6,Efectivo
2026-09-12,18:58:40,3,12,5,Yape/Plin
2026-09-12,08:34:48,4,3,2,Tarjeta
2026-09-12,18:17:07,1,11,6,Efectivo
2026-09-12,13:20:11,2,10,1,Efectivo
2026-09-12,15:47:55,2,3,6,Efectivo
2026-09-12,20:22:26,1,8,4,Tarjeta
2026-09-12,15:55:25,2,5,3,Efectivo
2026-09-12,14:20:06,4,19,1,Tarjeta
2026-09-12,17:24:33,4,18,1,Efectivo
2026-09-12,14:05:10,1,19,6,Efectivo
2026-09-12,12:22:30,4,11,0,Yape/Plin
2026-09-12,11:47:32,3,7,5,Yape/Plin
2026-09-12,12:53:08,2,9999,2,Tarjeta
2026-09-12,12:15:37,3,7,0,Yape/Plin
2026-09-12,15:37:19,999,7,3,Efectivo
